energy,intensity
97.76732,0.008748187
92.828835,0.009213589
88.18945,0.009673568
83.8307,0.010280563
79.735245,0.010927079
75.88682,0.0115291
72.27017,0.012276987
68.87099,0.013125606
65.67586,0.013930133
62.672165,0.014597763
59.848106,0.015371582
57.19261,0.016364818
54.69525,0.017311316
52.346306,0.018310238
50.136597,0.019262176
48.057564,0.020458383
46.10113,0.021263545
44.25976,0.022542221
42.52636,0.02344397
40.894283,0.02466392
39.357292,0.025756348
37.909534,0.027104175
36.545517,0.028254991
35.260098,0.02961478
34.04844,0.031074163
32.906017,0.032440063
31.828575,0.034086145
30.812122,0.03563511
29.85292,0.037218247
28.947456,0.039185714
28.092442,0.040843967
27.284779,0.04229269
26.521572,0.044112515
25.800108,0.04534606
25.117828,0.0466646
24.472345,0.047865737
23.861408,0.050065786
23.282911,0.05227725
22.734882,0.05401685
22.215462,0.05668634
21.722916,0.05880795
21.255604,0.06016923
20.812004,0.061626304
20.390675,0.06343423
19.990267,0.06477753
19.609518,0.06666525
19.247244,0.06829758
18.902327,0.07019735
18.573725,0.07280859
18.260456,0.074853554
17.961601,0.076382205
17.676302,0.0787661
17.403744,0.08045894
17.143167,0.08155475
16.893862,0.08413471
16.655159,0.085820474
16.426428,0.08772327
16.207083,0.08917953
15.996571,0.09135251
15.794373,0.093028076
15.6,0.094233766
15.412999,0.0957071
15.232939,0.09722002
15.05942,0.099546544
14.892062,0.10188516
14.730514,0.10403848
14.574441,0.106698215
14.423531,0.10816723
14.277491,0.1097317
14.136047,0.111395136
13.998942,0.11326476
13.865933,0.11503253
13.73679,0.11743648
13.611302,0.11889287
13.48927,0.12088424
13.3705015,0.12304499
13.254824,0.124941185
13.142069,0.12667668
13.032082,0.12930706
12.924716,0.12998766
12.819836,0.13099441
12.717309,0.13227904
12.617017,0.13430962
12.518845,0.13605943
12.422684,0.13834102
12.328438,0.14016482
12.23601,0.1426489
12.145311,0.14407316
12.056257,0.1466442
11.968773,0.14844462
11.882783,0.15006925
11.798219,0.15169919
11.7150135,0.15389314
11.633108,0.1549142
11.552444,0.15756841
11.472969,0.1590399
11.394629,0.16102615
11.317378,0.16334525
11.241171,0.16516371
11.165965,0.16790311
11.091721,0.16974765
11.018401,0.17048149
10.945969,0.17307012
10.874393,0.17387515
10.803641,0.17535016
10.733684,0.17656069
