energy,intensity
97.76732,0.005539775
92.828835,0.005792741
88.18945,0.006146918
83.8307,0.006449188
79.735245,0.0067986674
75.88682,0.007137062
72.27017,0.007487521
68.87099,0.0077374945
65.67586,0.008202439
62.672165,0.008495071
59.848106,0.008782606
57.19261,0.009275092
54.69525,0.009707446
52.346306,0.0101337945
50.136597,0.010628741
48.057564,0.011068393
46.10113,0.011496079
44.25976,0.0118539585
42.52636,0.01232574
40.894283,0.012699196
39.357292,0.013145892
37.909534,0.013507362
36.545517,0.014051275
35.260098,0.01422004
34.04844,0.014612255
32.906017,0.015090114
31.828575,0.015524834
30.812122,0.015958365
29.85292,0.01619525
28.947456,0.016685097
28.092442,0.017158432
27.284779,0.0176841
26.521572,0.018320853
25.800108,0.019058492
25.117828,0.019691901
24.472345,0.020013338
23.861408,0.020647567
23.282911,0.021056551
22.734882,0.02147889
22.215462,0.021326888
21.722916,0.021409037
21.255604,0.02151506
20.812004,0.022066751
20.390675,0.022689022
19.990267,0.023119252
19.609518,0.023568146
19.247244,0.02406209
18.902327,0.024449898
18.573725,0.024725968
18.260456,0.025176687
17.961601,0.025568621
17.676302,0.025707237
17.403744,0.02616551
17.143167,0.026958847
16.893862,0.027270656
16.655159,0.027545154
16.426428,0.027987693
16.207083,0.028306691
15.996571,0.028406644
15.794373,0.028923662
15.6,0.02915983
15.412999,0.029733634
15.232939,0.030021494
15.05942,0.030496087
14.892062,0.030578557
14.730514,0.031111235
14.574441,0.031311437
14.423531,0.031504694
14.277491,0.031317987
14.136047,0.03163135
13.998942,0.032321807
13.865933,0.03224754
13.73679,0.032762304
13.611302,0.033349086
13.48927,0.033399384
13.3705015,0.033514906
13.254824,0.033843946
13.142069,0.03413432
13.032082,0.034422405
12.924716,0.03485828
12.819836,0.035143457
12.717309,0.035579156
12.617017,0.035938766
12.518845,0.036259294
12.422684,0.03626699
12.328438,0.03638706
12.23601,0.036384773
12.145311,0.03657671
12.056257,0.03692725
11.968773,0.037278116
11.882783,0.037833266
11.798219,0.038145494
11.7150135,0.038292367
11.633108,0.0383954
11.552444,0.03874736
11.472969,0.039184667
11.394629,0.03936904
11.317378,0.0399374
11.241171,0.040466722
11.165965,0.041476835
11.091721,0.041972853
11.018401,0.042603888
10.945969,0.04319561
10.874393,0.043301724
10.803641,0.043630145
10.733684,0.04350831
10.664492,0.043699745
10.596042,0.044119198
10.528306,0.04541535
10.461264,0.04589163
10.394891,0.046557494
10.329167,0.04666613
10.264075,0.04691488
10.199594,0.046878994
10.135705,0.047652442
10.072394,0.048048165
10.0096445,0.04820418
9.947442,0.0476777
9.885775,0.048122127
9.824624,0.04827372
9.763982,0.048722386
9.703834,0.049124233
9.64417,0.049980693
9.584979,0.050996922
9.526253,0.05263351
9.467979,0.054338943
9.410151,0.055084717
9.3527565,0.054697607
9.295791,0.05367782
9.239244,0.05442581
9.183109,0.053597923
9.12738,0.054137472
9.07205,0.05537546
9.01711,0.055659123
8.962557,0.05551144
8.908382,0.05655597
8.854581,0.05673548
8.801149,0.056254268
8.74808,0.05698317
8.69537,0.058220003
8.643014,0.05773192
8.591007,0.057855852
8.539344,0.058546267
8.48802,0.06055542
8.437034,0.060347173
8.38638,0.06030731
8.336055,0.06107819
8.286055,0.061797544
8.236377,0.062111456
8.187016,0.062604286
8.13797,0.06381499
8.089236,0.06360057
8.04081,0.063622124
7.9926906,0.064065754
7.9448724,0.064695254
7.8973556,0.06490048
7.850135,0.06553773
7.80321,0.0661181
7.7565756,0.066015966
7.710231,0.06521898
7.664174,0.065863736
7.6184006,0.06657741
7.57291,0.06704131
7.5276995,0.06770137
7.482766,0.06836688
7.4381084,0.068126045
7.3937244,0.0688626
7.349611,0.067693986
7.3057675,0.06843178
7.2621903,0.06857558
7.218879,0.069859415
7.175831,0.070751086
7.133044,0.07328085
7.090517,0.07310547
7.0482473,0.07491856
7.0062337,0.075229526
6.9644732,0.07456765
6.9229665,0.075294636
6.881709,0.075394064
6.840701,0.07365067
6.79994,0.07416341
6.7594247,0.07582631
6.719154,0.07534348
6.679125,0.076447815
6.6393356,0.07654113
6.599786,0.07736682
6.560474,0.07797811
6.5213976,0.078519635
6.482556,0.07831753
6.443947,0.079012305
6.4055705,0.07903192
6.367422,0.078972824
6.3295035,0.08067054
6.291812,0.08138479
6.254346,0.08249198
6.217103,0.08446665
6.1800838,0.0855997
6.1432858,0.08682216
6.106708,0.08781819
6.0703483,0.0883442
6.034206,0.08742824
5.9982805,0.087790355
5.9625683,0.08701621
5.92707,0.086720005
5.891784,0.08822607
5.856708,0.087348275
5.8218417,0.08853709
5.787183,0.09149491
5.752732,0.092884965
5.718485,0.092085764
5.684444,0.093745135
5.650605,0.09336345
5.616968,0.09262887
5.583532,0.09196888
5.550295,0.09374156
5.5172563,0.09360048
5.4844136,0.094337665
5.4517684,0.09419166
5.419316,0.09645417
5.387058,0.09703174
5.3549924,0.09743183
5.3231173,0.0972872
5.2914324,0.09851061
5.2599363,0.099100485
5.228627,0.099137984
5.1975055,0.10019764
5.166569,0.10126643
5.135817,0.1008352
5.105248,0.101154305
5.0748606,0.10242822
5.044654,0.10371376
5.0146275,0.103561915
4.9847803,0.103890456
4.955111,0.10451252
4.9256177,0.10405645
4.8963003,0.10596573
4.867158,0.10590347
4.8381886,0.10833991
4.809392,0.10848496
4.7807665,0.110046506
4.7523127,0.11019572
4.724026,0.11024025
4.695909,0.1103845
4.667959,0.1101114
4.640177,0.10941345
4.612559,0.10891327
4.585105,0.10945975
4.557816,0.11075285
4.530688,0.111736774
4.5037217,0.115202494
4.4769163,0.1183811
4.450271,0.11887216
4.423784,0.1182698
4.3974533,0.11941862
4.3712807,0.11658726
4.345264,0.11728532
4.3194017,0.12202514
4.293693,0.12140184
4.2681384,0.12235572
4.2427354,0.12480104
4.217483,0.12221719
4.192381,0.119597934
4.16743,0.119616486
4.142626,0.11869553
4.11797,0.11975912
4.09346,0.12201469
4.069097,0.12524538
4.0448785,0.1251569
4.0208044,0.12433997
3.9968739,0.1222967
3.9730854,0.12168769
3.949438,0.12180298
3.925932,0.12314925
3.9025662,0.1232659
3.8793387,0.12500298
3.85625,0.12600268
3.8332987,0.12587245
3.8104842,0.1252276
3.7878044,0.124954246
3.7652605,0.12737499
3.742851,0.13189115
3.7205741,0.13333188
3.6984303,0.13491608
3.6764178,0.13546036
3.6545374,0.1336202
3.632786,0.13121977
3.6111646,0.1326762
3.5896719,0.13428031
3.5683074,0.13494852
3.5470698,0.13821487
3.525958,0.13904244
3.5049734,0.13807808
3.484112,0.1375144
3.4633756,0.14029603
3.4427624,0.13789962
3.4222722,0.1373097
3.4019039,0.13969825
3.3816562,0.1428268
3.3615294,0.14195259
3.3415227,0.1433824
3.321635,0.14467841
3.3018653,0.14569138
3.2822137,0.14685889
3.2626784,0.14803515
3.24326,0.15235701
3.2239568,0.15191685
3.2047691,0.1520706
3.1856952,0.15176456
3.1667347,0.1512964
3.1478868,0.14973998
3.1291518,0.15141058
3.1105278,0.15356308
