2025-11-10 14:17:52 - INFO - Starting Spectrum Matching Optimization - Seed: 429
2025-11-10 14:17:53 - INFO - Bayesian Step 1: laser_energy=21.340664, pressure=17.398114, acquisition_time=82.520751, MSE=0.000587
2025-11-10 14:17:54 - INFO - Bayesian Step 2: laser_energy=35.900838, pressure=41.246873, acquisition_time=18.350867, MSE=0.085745
2025-11-10 14:17:54 - INFO - Bayesian Step 3: laser_energy=10.387550, pressure=32.189106, acquisition_time=97.391758, MSE=0.000587
2025-11-10 14:17:55 - INFO - Bayesian Step 4: laser_energy=43.808191, pressure=24.191393, acquisition_time=90.956575, MSE=0.000587
2025-11-10 14:17:56 - INFO - Bayesian Step 5: laser_energy=23.829097, pressure=4.465942, acquisition_time=26.731148, MSE=0.000609
2025-11-10 14:17:57 - INFO - Bayesian Step 6: laser_energy=32.238601, pressure=29.942119, acquisition_time=80.536671, MSE=0.000587
2025-11-10 14:17:58 - INFO - Bayesian Step 7: laser_energy=5.882091, pressure=13.151925, acquisition_time=36.919838, MSE=0.000515
2025-11-10 14:17:58 - INFO - Bayesian Step 8: laser_energy=22.380377, pressure=32.436124, acquisition_time=75.213292, MSE=0.000586
2025-11-10 14:17:59 - INFO - Bayesian Step 9: laser_energy=15.969525, pressure=34.329494, acquisition_time=15.456492, MSE=0.034753
2025-11-10 14:18:00 - INFO - Bayesian Step 10: laser_energy=18.025185, pressure=6.741536, acquisition_time=42.033923, MSE=0.000582
2025-11-10 14:18:01 - INFO - Bayesian Step 11: laser_energy=21.443317, pressure=17.057543, acquisition_time=5.679519, MSE=0.000808
2025-11-10 14:18:02 - INFO - Bayesian Step 12: laser_energy=5.000000, pressure=1.000000, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:03 - INFO - Bayesian Step 13: laser_energy=7.213634, pressure=1.000000, acquisition_time=5.000000, MSE=0.000586
2025-11-10 14:18:04 - INFO - Bayesian Step 14: laser_energy=50.000000, pressure=9.400670, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:05 - INFO - Bayesian Step 15: laser_energy=5.000000, pressure=23.473520, acquisition_time=5.000000, MSE=0.000411
2025-11-10 14:18:06 - INFO - Bayesian Step 16: laser_energy=29.646126, pressure=27.262081, acquisition_time=99.377716, MSE=0.000587
2025-11-10 14:18:07 - INFO - Bayesian Step 17: laser_energy=5.000000, pressure=22.605681, acquisition_time=43.712234, MSE=0.000427
2025-11-10 14:18:08 - INFO - Bayesian Step 18: laser_energy=46.836654, pressure=9.018659, acquisition_time=6.022579, MSE=0.000587
2025-11-10 14:18:09 - INFO - Bayesian Step 19: laser_energy=41.310917, pressure=50.000000, acquisition_time=91.866379, MSE=0.000587
2025-11-10 14:18:10 - INFO - Bayesian Step 20: laser_energy=50.000000, pressure=19.902328, acquisition_time=5.000000, MSE=0.000587
2025-11-10 14:18:11 - INFO - Bayesian Step 21: laser_energy=6.711634, pressure=48.159847, acquisition_time=5.000000, MSE=0.000587
2025-11-10 14:18:12 - INFO - Bayesian Step 22: laser_energy=50.000000, pressure=31.471233, acquisition_time=5.000000, MSE=0.000587
2025-11-10 14:18:13 - INFO - Bayesian Step 23: laser_energy=28.476802, pressure=24.908315, acquisition_time=65.220404, MSE=0.000433
2025-11-10 14:18:14 - INFO - Bayesian Step 24: laser_energy=45.549177, pressure=2.574160, acquisition_time=61.321296, MSE=0.000587
2025-11-10 14:18:15 - INFO - Bayesian Step 25: laser_energy=5.000000, pressure=11.448088, acquisition_time=5.000000, MSE=0.000414
2025-11-10 14:18:16 - INFO - Bayesian Step 26: laser_energy=39.236711, pressure=15.011837, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:17 - INFO - Bayesian Step 27: laser_energy=45.279025, pressure=46.239864, acquisition_time=91.751584, MSE=0.000587
2025-11-10 14:18:19 - INFO - Bayesian Step 28: laser_energy=16.230548, pressure=44.836625, acquisition_time=8.751828, MSE=0.024252
2025-11-10 14:18:20 - INFO - Bayesian Step 29: laser_energy=27.531136, pressure=28.559475, acquisition_time=11.203416, MSE=0.035527
2025-11-10 14:18:21 - INFO - Bayesian Step 30: laser_energy=19.387030, pressure=7.440522, acquisition_time=30.108510, MSE=0.000495
2025-11-10 14:18:22 - INFO - Bayesian Step 31: laser_energy=32.410410, pressure=21.450545, acquisition_time=51.356603, MSE=0.000995
2025-11-10 14:18:23 - INFO - Bayesian Step 32: laser_energy=48.340215, pressure=42.132238, acquisition_time=70.328442, MSE=0.000587
2025-11-10 14:18:24 - INFO - Bayesian Step 33: laser_energy=11.456543, pressure=43.408737, acquisition_time=56.232427, MSE=0.000567
2025-11-10 14:18:25 - INFO - Bayesian Step 34: laser_energy=8.218390, pressure=46.777121, acquisition_time=86.509175, MSE=0.000587
2025-11-10 14:18:26 - INFO - Bayesian Step 35: laser_energy=49.950759, pressure=15.711787, acquisition_time=47.654214, MSE=0.000587
2025-11-10 14:18:27 - INFO - Bayesian Step 36: laser_energy=23.345618, pressure=18.916770, acquisition_time=44.242429, MSE=0.004334
2025-11-10 14:18:28 - INFO - Bayesian Step 37: laser_energy=37.538347, pressure=5.220016, acquisition_time=65.908660, MSE=0.000587
2025-11-10 14:18:30 - INFO - Bayesian Step 38: laser_energy=14.913190, pressure=8.691140, acquisition_time=74.584373, MSE=0.000586
2025-11-10 14:18:31 - INFO - Bayesian Step 39: laser_energy=18.224126, pressure=48.392718, acquisition_time=33.833329, MSE=0.008227
2025-11-10 14:18:32 - INFO - Bayesian Step 40: laser_energy=6.286726, pressure=12.408201, acquisition_time=58.717100, MSE=0.000954
2025-11-10 14:18:33 - INFO - Bayesian Step 41: laser_energy=16.930176, pressure=17.887188, acquisition_time=78.031963, MSE=0.000587
2025-11-10 14:18:34 - INFO - Bayesian Step 42: laser_energy=41.964907, pressure=8.603616, acquisition_time=53.817229, MSE=0.000587
2025-11-10 14:18:35 - INFO - Bayesian Step 43: laser_energy=44.602980, pressure=7.473655, acquisition_time=94.862473, MSE=0.000587
2025-11-10 14:18:37 - INFO - Bayesian Step 44: laser_energy=45.854050, pressure=42.014153, acquisition_time=28.349552, MSE=0.000587
2025-11-10 14:18:38 - INFO - Bayesian Step 45: laser_energy=17.723150, pressure=47.499984, acquisition_time=38.978800, MSE=0.003937
2025-11-10 14:18:39 - INFO - Bayesian Step 46: laser_energy=9.188247, pressure=41.014254, acquisition_time=49.337596, MSE=0.000586
2025-11-10 14:18:41 - INFO - Bayesian Step 47: laser_energy=7.371367, pressure=20.327246, acquisition_time=68.353236, MSE=0.000479
2025-11-10 14:18:42 - INFO - Bayesian Step 48: laser_energy=41.290359, pressure=6.563375, acquisition_time=88.465243, MSE=0.000587
2025-11-10 14:18:43 - INFO - Bayesian Step 49: laser_energy=48.159865, pressure=9.061944, acquisition_time=84.510490, MSE=0.000587
2025-11-10 14:18:45 - INFO - Bayesian Step 50: laser_energy=12.878540, pressure=38.076580, acquisition_time=72.318198, MSE=0.000587
2025-11-10 14:18:46 - INFO - Bayesian Step 51: laser_energy=5.546476, pressure=1.873586, acquisition_time=63.106889, MSE=0.000586
2025-11-10 14:18:47 - INFO - Bayesian Step 52: laser_energy=32.264295, pressure=39.037466, acquisition_time=24.560001, MSE=0.133817
2025-11-10 14:18:49 - INFO - Bayesian Step 53: laser_energy=21.641757, pressure=1.000000, acquisition_time=27.611274, MSE=0.000325
2025-11-10 14:18:50 - INFO - Bayesian Step 54: laser_energy=32.557992, pressure=11.478001, acquisition_time=59.940642, MSE=0.000587
2025-11-10 14:18:51 - INFO - Bayesian Step 55: laser_energy=17.472050, pressure=48.732200, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:53 - INFO - Bayesian Step 56: laser_energy=50.000000, pressure=10.562937, acquisition_time=24.898928, MSE=0.000587
2025-11-10 14:18:54 - INFO - Bayesian Step 57: laser_energy=24.050584, pressure=45.899291, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:56 - INFO - Bayesian Step 58: laser_energy=34.337024, pressure=44.632246, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:18:57 - INFO - Bayesian Step 59: laser_energy=16.419068, pressure=39.549498, acquisition_time=56.670113, MSE=0.000431
2025-11-10 14:18:58 - INFO - Bayesian Step 60: laser_energy=26.911594, pressure=49.920488, acquisition_time=84.058116, MSE=0.000587
2025-11-10 14:19:00 - INFO - Bayesian Step 61: laser_energy=5.000000, pressure=6.270622, acquisition_time=20.306036, MSE=0.000536
2025-11-10 14:19:01 - INFO - Bayesian Step 62: laser_energy=45.965694, pressure=50.000000, acquisition_time=44.054910, MSE=0.000585
2025-11-10 14:19:03 - INFO - Bayesian Step 63: laser_energy=36.517025, pressure=49.152702, acquisition_time=84.960443, MSE=0.000587
2025-11-10 14:19:04 - INFO - Bayesian Step 64: laser_energy=5.000000, pressure=45.388980, acquisition_time=82.086597, MSE=0.000587
2025-11-10 14:19:06 - INFO - Bayesian Step 65: laser_energy=13.949451, pressure=47.660678, acquisition_time=90.029737, MSE=0.000587
2025-11-10 14:19:07 - INFO - Bayesian Step 66: laser_energy=41.753235, pressure=50.000000, acquisition_time=69.489958, MSE=0.000587
2025-11-10 14:19:09 - INFO - Bayesian Step 67: laser_energy=29.338914, pressure=50.000000, acquisition_time=54.848227, MSE=0.000555
2025-11-10 14:19:10 - INFO - Bayesian Step 68: laser_energy=42.719177, pressure=45.564861, acquisition_time=5.000000, MSE=0.000586
2025-11-10 14:19:12 - INFO - Bayesian Step 69: laser_energy=20.798371, pressure=46.808427, acquisition_time=59.993813, MSE=0.000583
2025-11-10 14:19:13 - INFO - Bayesian Step 70: laser_energy=24.975496, pressure=3.299347, acquisition_time=61.320930, MSE=0.000587
2025-11-10 14:19:15 - INFO - Bayesian Step 71: laser_energy=37.233441, pressure=31.519874, acquisition_time=53.347628, MSE=0.000722
2025-11-10 14:19:16 - INFO - Bayesian Step 72: laser_energy=23.177831, pressure=1.000000, acquisition_time=14.639230, MSE=0.002318
2025-11-10 14:19:18 - INFO - Bayesian Step 73: laser_energy=50.000000, pressure=30.671487, acquisition_time=60.987709, MSE=0.000587
2025-11-10 14:19:19 - INFO - Bayesian Step 74: laser_energy=43.651699, pressure=15.924197, acquisition_time=17.469699, MSE=0.000196
2025-11-10 14:19:21 - INFO - Bayesian Step 75: laser_energy=42.383252, pressure=3.606629, acquisition_time=36.484995, MSE=0.000518
2025-11-10 14:19:23 - INFO - Bayesian Step 76: laser_energy=20.757408, pressure=1.000000, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:19:24 - INFO - Bayesian Step 77: laser_energy=8.585788, pressure=3.129251, acquisition_time=24.720059, MSE=0.000555
2025-11-10 14:19:26 - INFO - Bayesian Step 78: laser_energy=13.694043, pressure=1.000000, acquisition_time=46.917302, MSE=0.000575
2025-11-10 14:19:27 - INFO - Bayesian Step 79: laser_energy=13.713323, pressure=42.574524, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:19:29 - INFO - Bayesian Step 80: laser_energy=31.868438, pressure=6.731932, acquisition_time=91.525590, MSE=0.000587
2025-11-10 14:19:31 - INFO - Bayesian Step 81: laser_energy=24.061028, pressure=1.000000, acquisition_time=5.000000, MSE=0.003171
2025-11-10 14:19:32 - INFO - Bayesian Step 82: laser_energy=50.000000, pressure=34.861574, acquisition_time=79.079924, MSE=0.000587
2025-11-10 14:19:34 - INFO - Bayesian Step 83: laser_energy=7.657737, pressure=49.928325, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:19:36 - INFO - Bayesian Step 84: laser_energy=44.851169, pressure=1.000000, acquisition_time=75.555088, MSE=0.000587
2025-11-10 14:19:38 - INFO - Bayesian Step 85: laser_energy=48.026429, pressure=50.000000, acquisition_time=16.342929, MSE=0.000587
2025-11-10 14:19:39 - INFO - Bayesian Step 86: laser_energy=47.375333, pressure=24.417525, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:19:41 - INFO - Bayesian Step 87: laser_energy=9.652644, pressure=5.817350, acquisition_time=37.144873, MSE=0.000555
2025-11-10 14:19:43 - INFO - Bayesian Step 88: laser_energy=23.986011, pressure=1.000000, acquisition_time=87.758080, MSE=0.000587
2025-11-10 14:19:44 - INFO - Bayesian Step 89: laser_energy=26.877264, pressure=10.172773, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:19:46 - INFO - Bayesian Step 90: laser_energy=18.936286, pressure=1.000000, acquisition_time=69.070710, MSE=0.000587
2025-11-10 14:19:48 - INFO - Bayesian Step 91: laser_energy=34.954735, pressure=48.260168, acquisition_time=56.981442, MSE=0.000579
2025-11-10 14:19:50 - INFO - Bayesian Step 92: laser_energy=11.011677, pressure=31.831924, acquisition_time=5.000000, MSE=0.003729
2025-11-10 14:19:51 - INFO - Bayesian Step 93: laser_energy=10.935159, pressure=14.397584, acquisition_time=81.456890, MSE=0.000586
2025-11-10 14:19:53 - INFO - Bayesian Step 94: laser_energy=20.696833, pressure=1.000000, acquisition_time=36.985926, MSE=0.000549
2025-11-10 14:19:55 - INFO - Bayesian Step 95: laser_energy=48.845577, pressure=48.174754, acquisition_time=35.971722, MSE=0.000587
2025-11-10 14:19:57 - INFO - Bayesian Step 96: laser_energy=18.484706, pressure=13.805071, acquisition_time=90.053926, MSE=0.000587
2025-11-10 14:19:59 - INFO - Bayesian Step 97: laser_energy=25.719766, pressure=1.000000, acquisition_time=73.181890, MSE=0.000587
2025-11-10 14:20:01 - INFO - Bayesian Step 98: laser_energy=39.523204, pressure=38.473785, acquisition_time=58.881512, MSE=0.000572
2025-11-10 14:20:03 - INFO - Bayesian Step 99: laser_energy=39.071756, pressure=50.000000, acquisition_time=77.377248, MSE=0.000587
2025-11-10 14:20:05 - INFO - Bayesian Step 100: laser_energy=29.613250, pressure=1.000000, acquisition_time=80.727586, MSE=0.000587
2025-11-10 14:20:09 - INFO - LBFGS Step 0: laser_energy=43.651699, pressure=15.924197, acquisition_time=17.469698, MSE=0.000196
2025-11-10 14:20:12 - INFO - LBFGS Step 1: laser_energy=43.652782, pressure=15.924028, acquisition_time=17.469389, MSE=0.000196
2025-11-10 14:20:16 - INFO - LBFGS Step 2: laser_energy=43.657669, pressure=15.923267, acquisition_time=17.468000, MSE=0.000193
2025-11-10 14:20:19 - INFO - LBFGS Step 3: laser_energy=43.684566, pressure=15.919078, acquisition_time=17.460358, MSE=0.000177
2025-11-10 14:20:22 - INFO - LBFGS Step 4: laser_energy=43.832596, pressure=15.896019, acquisition_time=17.418293, MSE=0.000106
2025-11-10 14:20:25 - INFO - LBFGS Step 5: laser_energy=44.601238, pressure=15.774152, acquisition_time=17.217625, MSE=0.000056
2025-11-10 14:20:29 - INFO - LBFGS Step 6: laser_energy=44.077713, pressure=15.871964, acquisition_time=17.355249, MSE=0.000036
2025-11-10 14:20:32 - INFO - LBFGS Step 7: laser_energy=44.551468, pressure=15.796764, acquisition_time=17.235895, MSE=0.000046
