2026-01-09 03:41:53 - INFO - Starting Spectrum Matching Optimization - Seed: 81734
2026-01-09 03:41:53 - INFO - Bayesian Step 1: laser_energy=31.714786, pressure=36.099552, acquisition_time=28.354011, MSE=0.131857
2026-01-09 03:41:54 - INFO - Bayesian Step 2: laser_energy=32.660909, pressure=25.734901, acquisition_time=23.081939, MSE=0.030646
2026-01-09 03:41:55 - INFO - Bayesian Step 3: laser_energy=23.566342, pressure=35.367885, acquisition_time=62.255993, MSE=0.000474
2026-01-09 03:41:56 - INFO - Bayesian Step 4: laser_energy=9.602659, pressure=39.972266, acquisition_time=49.269879, MSE=0.000583
2026-01-09 03:41:57 - INFO - Bayesian Step 5: laser_energy=34.213603, pressure=48.695022, acquisition_time=71.010518, MSE=0.000587
2026-01-09 03:41:58 - INFO - Bayesian Step 6: laser_energy=26.481465, pressure=35.819654, acquisition_time=22.024282, MSE=0.206073
2026-01-09 03:41:58 - INFO - Bayesian Step 7: laser_energy=13.948423, pressure=34.390330, acquisition_time=30.959545, MSE=0.009560
2026-01-09 03:41:59 - INFO - Bayesian Step 8: laser_energy=30.431706, pressure=35.004833, acquisition_time=38.287272, MSE=0.079314
2026-01-09 03:42:00 - INFO - Bayesian Step 9: laser_energy=26.311618, pressure=28.964534, acquisition_time=79.468287, MSE=0.000587
2026-01-09 03:42:01 - INFO - Bayesian Step 10: laser_energy=5.467727, pressure=16.793201, acquisition_time=35.124384, MSE=0.000417
2026-01-09 03:42:02 - INFO - Bayesian Step 11: laser_energy=37.535443, pressure=24.169679, acquisition_time=13.342811, MSE=0.004895
2026-01-09 03:42:03 - INFO - Bayesian Step 12: laser_energy=10.825758, pressure=35.658933, acquisition_time=41.128811, MSE=0.000618
2026-01-09 03:42:04 - INFO - Bayesian Step 13: laser_energy=31.111362, pressure=37.850300, acquisition_time=73.365633, MSE=0.000587
2026-01-09 03:42:05 - INFO - Bayesian Step 14: laser_energy=37.075151, pressure=20.219366, acquisition_time=24.095857, MSE=0.011564
2026-01-09 03:42:06 - INFO - Bayesian Step 15: laser_energy=13.767165, pressure=23.503532, acquisition_time=62.051390, MSE=0.000480
2026-01-09 03:42:07 - INFO - Bayesian Step 16: laser_energy=15.182210, pressure=37.820966, acquisition_time=82.732482, MSE=0.000587
2026-01-09 03:42:08 - INFO - Bayesian Step 17: laser_energy=23.902164, pressure=44.367025, acquisition_time=80.240168, MSE=0.000587
2026-01-09 03:42:09 - INFO - Bayesian Step 18: laser_energy=5.000000, pressure=29.464690, acquisition_time=17.180742, MSE=0.000526
2026-01-09 03:42:10 - INFO - Bayesian Step 19: laser_energy=25.890959, pressure=15.089241, acquisition_time=59.204473, MSE=0.000581
2026-01-09 03:42:11 - INFO - Bayesian Step 20: laser_energy=37.411953, pressure=23.784539, acquisition_time=63.750515, MSE=0.000587
2026-01-09 03:42:12 - INFO - Bayesian Step 21: laser_energy=8.790342, pressure=28.670929, acquisition_time=31.475440, MSE=0.000413
2026-01-09 03:42:13 - INFO - Bayesian Step 22: laser_energy=13.784001, pressure=4.214170, acquisition_time=52.870906, MSE=0.000551
2026-01-09 03:42:14 - INFO - Bayesian Step 23: laser_energy=19.902944, pressure=33.927704, acquisition_time=72.088062, MSE=0.000584
2026-01-09 03:42:15 - INFO - Bayesian Step 24: laser_energy=30.026089, pressure=26.631206, acquisition_time=63.835537, MSE=0.000436
2026-01-09 03:42:16 - INFO - Bayesian Step 25: laser_energy=17.192587, pressure=10.903174, acquisition_time=82.355228, MSE=0.000587
2026-01-09 03:42:17 - INFO - Bayesian Step 26: laser_energy=33.153297, pressure=8.649799, acquisition_time=95.164790, MSE=0.000587
2026-01-09 03:42:18 - INFO - Bayesian Step 27: laser_energy=42.663567, pressure=25.357218, acquisition_time=100.000000, MSE=0.000587
2026-01-09 03:42:20 - INFO - Bayesian Step 28: laser_energy=47.879485, pressure=39.686279, acquisition_time=77.562225, MSE=0.000587
2026-01-09 03:42:21 - INFO - Bayesian Step 29: laser_energy=16.440335, pressure=13.045577, acquisition_time=61.102213, MSE=0.000412
2026-01-09 03:42:22 - INFO - Bayesian Step 30: laser_energy=41.117754, pressure=32.622705, acquisition_time=80.259277, MSE=0.000587
2026-01-09 03:42:23 - INFO - Bayesian Step 31: laser_energy=28.233043, pressure=15.094294, acquisition_time=81.604829, MSE=0.000587
2026-01-09 03:42:24 - INFO - Bayesian Step 32: laser_energy=40.023202, pressure=48.187296, acquisition_time=100.000000, MSE=0.000587
2026-01-09 03:42:25 - INFO - Bayesian Step 33: laser_energy=5.000000, pressure=10.896962, acquisition_time=71.836454, MSE=0.000491
2026-01-09 03:42:26 - INFO - Bayesian Step 34: laser_energy=40.560714, pressure=45.126055, acquisition_time=81.155234, MSE=0.000587
2026-01-09 03:42:27 - INFO - Bayesian Step 35: laser_energy=5.000000, pressure=25.465886, acquisition_time=96.868119, MSE=0.000587
2026-01-09 03:42:29 - INFO - Bayesian Step 36: laser_energy=9.980119, pressure=20.016688, acquisition_time=82.507047, MSE=0.000587
2026-01-09 03:42:30 - INFO - Bayesian Step 37: laser_energy=50.000000, pressure=5.200980, acquisition_time=87.675872, MSE=0.000587
2026-01-09 03:42:31 - INFO - Bayesian Step 38: laser_energy=5.000000, pressure=50.000000, acquisition_time=100.000000, MSE=0.000587
