energy,intensity
97.76732,0.0023115429
92.828835,0.0024266888
88.18945,0.0025625895
83.8307,0.0026654913
79.735245,0.0027705024
75.88682,0.002944517
72.27017,0.003167282
68.87099,0.003260299
65.67586,0.0034133806
62.672165,0.003565379
59.848106,0.0036607676
57.19261,0.0039006206
54.69525,0.00414515
52.346306,0.0042756284
50.136597,0.004449578
48.057564,0.004717676
46.10113,0.004878478
44.25976,0.0051635318
42.52636,0.005433806
40.894283,0.0057039764
39.357292,0.0060098143
37.909534,0.0062105753
36.545517,0.0065020286
35.260098,0.006646323
34.04844,0.0069255256
32.906017,0.0070555485
31.828575,0.0073514655
30.812122,0.007700108
29.85292,0.007874494
28.947456,0.008058048
28.092442,0.008355035
27.284779,0.008602356
26.521572,0.008726607
25.800108,0.009224122
25.117828,0.009532539
24.472345,0.009620656
23.861408,0.009882205
23.282911,0.010174559
22.734882,0.010116173
22.215462,0.010450831
21.722916,0.010604164
21.255604,0.011042422
20.812004,0.01133016
20.390675,0.011760279
19.990267,0.012123068
19.609518,0.01263638
19.247244,0.012609946
18.902327,0.012801601
18.573725,0.012754219
18.260456,0.012793949
17.961601,0.012824766
17.676302,0.012805658
17.403744,0.01286007
17.143167,0.013288679
16.893862,0.01329122
16.655159,0.01356897
16.426428,0.013603078
16.207083,0.014011365
15.996571,0.014445597
15.794373,0.014515509
15.6,0.015115599
15.412999,0.015558298
15.232939,0.0156229455
15.05942,0.015827084
14.892062,0.016126936
14.730514,0.016476456
14.574441,0.016403604
14.423531,0.016096616
14.277491,0.016210366
14.136047,0.016603889
13.998942,0.016195511
13.865933,0.016953541
13.73679,0.016795533
13.611302,0.016950374
13.48927,0.016995978
13.3705015,0.017473044
13.254824,0.017625535
13.142069,0.017472643
13.032082,0.017898906
12.924716,0.017850813
12.819836,0.018251924
12.717309,0.01819908
12.617017,0.019207656
12.518845,0.019387309
12.422684,0.01956663
12.328438,0.019657265
12.23601,0.01980575
12.145311,0.01971433
12.056257,0.019347632
11.968773,0.018851558
11.882783,0.019202013
11.798219,0.019462826
11.7150135,0.019725118
