2026-01-08 21:26:02 - INFO - Starting Spectrum Matching Optimization - Seed: 65697
2026-01-08 21:26:03 - INFO - Bayesian Step 1: laser_energy=22.992276, pressure=34.267619, acquisition_time=53.094560, MSE=0.005753
2026-01-08 21:26:04 - INFO - Bayesian Step 2: laser_energy=29.828227, pressure=32.129662, acquisition_time=73.155038, MSE=0.000584
2026-01-08 21:26:04 - INFO - Bayesian Step 3: laser_energy=15.178125, pressure=40.030586, acquisition_time=89.125353, MSE=0.000587
2026-01-08 21:26:05 - INFO - Bayesian Step 4: laser_energy=25.421305, pressure=18.533967, acquisition_time=6.340647, MSE=0.001877
2026-01-08 21:26:06 - INFO - Bayesian Step 5: laser_energy=47.629816, pressure=35.268392, acquisition_time=85.186331, MSE=0.000587
2026-01-08 21:26:07 - INFO - Bayesian Step 6: laser_energy=35.415516, pressure=14.527186, acquisition_time=98.538466, MSE=0.000587
2026-01-08 21:26:08 - INFO - Bayesian Step 7: laser_energy=48.875403, pressure=29.090738, acquisition_time=70.070122, MSE=0.000587
2026-01-08 21:26:08 - INFO - Bayesian Step 8: laser_energy=16.452187, pressure=18.501108, acquisition_time=35.996703, MSE=0.002210
2026-01-08 21:26:09 - INFO - Bayesian Step 9: laser_energy=19.973580, pressure=46.315259, acquisition_time=56.205340, MSE=0.000540
2026-01-08 21:26:10 - INFO - Bayesian Step 10: laser_energy=12.235233, pressure=47.364653, acquisition_time=57.386356, MSE=0.000579
2026-01-08 21:26:11 - INFO - Bayesian Step 11: laser_energy=17.146279, pressure=38.386930, acquisition_time=41.141636, MSE=0.010716
2026-01-08 21:26:12 - INFO - Bayesian Step 12: laser_energy=12.776739, pressure=10.663310, acquisition_time=76.739622, MSE=0.000574
2026-01-08 21:26:13 - INFO - Bayesian Step 13: laser_energy=36.840281, pressure=1.226296, acquisition_time=53.585845, MSE=0.000587
2026-01-08 21:26:14 - INFO - Bayesian Step 14: laser_energy=40.475493, pressure=1.071759, acquisition_time=26.337027, MSE=0.000168
