energy_MeV,intensity,intensity_std
16.207083,0.027064182030303034,0.003210886104718111
15.996571,0.02752771363636364,0.003256701892431581
15.794373,0.02835693018181817,0.0032428925048265766
15.6,0.028490047757575753,0.0032711425256768682
15.412999,0.02869427012121212,0.0033394534135152585
15.232939,0.02904429090909091,0.0034326712003809705
15.05942,0.029778134393939393,0.0035277048384718232
14.892062,0.030644358787878783,0.003691896035549014
14.730514,0.03147747784848484,0.0038642639431294267
14.574441,0.032305593787878784,0.004128990194054162
14.423531,0.03227948678787878,0.004125781845385604
14.277491,0.033161806818181816,0.004392402914588306
14.136047,0.03376388669696969,0.0046505126720748045
13.998942,0.03491960184848484,0.004988449386935499
13.865933,0.03664096181818182,0.005253432650735928
13.73679,0.03870546245454547,0.005580991663066172
13.611302,0.039914068454545454,0.005983470857827106
13.48927,0.041653736545454546,0.006454313388114242
13.3705015,0.04348374039393939,0.0068896318941744856
13.254824,0.045655772818181825,0.007461174372074316
13.142069,0.04716340224242425,0.007989746926778557
13.032082,0.04913962103030304,0.00850487190155181
12.924716,0.05147303806060606,0.00915026608212602
12.819836,0.05284315387878787,0.009631403948719306
12.717309,0.054646595,0.010222893031367891
12.617017,0.05702870793939393,0.01081709039901168
12.518845,0.059716846545454554,0.011464171802529772
12.422684,0.06220072812121212,0.0119788695578485
12.328438,0.06637708899999999,0.012843159015623065
12.23601,0.06874379796969697,0.01359137900658471
12.145311,0.07074386996969696,0.014231039738095991
12.056257,0.07311936100000001,0.014928288116109294
11.968773,0.07551569918181818,0.015600863986700946
11.882783,0.07733896942424241,0.016221569320042584
11.798219,0.07981009451515153,0.016864249744539716
11.7150135,0.08323119772727273,0.017552567618412788
11.633108,0.08566655933333336,0.018220516031749588
11.552444,0.08849390766666668,0.018846272642570876
11.472969,0.09164905393939396,0.019493520250956124
11.394629,0.09464648178787878,0.020093530379760537
11.317378,0.0968695093939394,0.020636870097335717
11.241171,0.09979167203030304,0.02127093005410999
11.165965,0.10234023251515148,0.021812425448987875
11.091721,0.10473657860606062,0.022370301291961613
11.018401,0.10738805324242426,0.022869486600379286
10.945969,0.11006109972727274,0.023433911819196435
10.874393,0.1123143624848485,0.024008092401819517
10.803641,0.11439614833333334,0.02451053760352216
10.733684,0.11702091436363637,0.024973302760661734
10.664492,0.11940413072727274,0.025421684082157593
10.596042,0.12173409439393938,0.025935256135307165
10.528306,0.12471757312121212,0.026448509516374778
10.461264,0.12696924403030302,0.026869925161730097
10.394891,0.12949795987878787,0.027382315035158977
10.329167,0.13187925412121212,0.027899394304729368
10.264075,0.13449196212121214,0.028387228863790023
10.199594,0.13574378215151514,0.028810540364556096
10.135705,0.13791162903030302,0.0292994923103375
10.072394,0.13987157969696967,0.02974010295263626
10.0096445,0.1411488076666667,0.03017889960709579
9.947442,0.14320134587878786,0.030727537111073476
9.885775,0.1452584873939394,0.031212753661632717
9.824624,0.14723844118181817,0.031676837254814016
9.763982,0.14911365096969698,0.032072073030570726
9.703834,0.1516955848484849,0.03255917638834084
9.64417,0.15329848254545453,0.03301532174993233
9.584979,0.1556166881818182,0.03352315610957815
9.526253,0.1579236356060606,0.03409106402891868
9.467979,0.15952357030303033,0.03465417556321809
9.410151,0.16101520287878787,0.035342547352462186
9.3527565,0.16291680242424242,0.035940454586084074
9.295791,0.16438302490909093,0.03665235220639806
9.239244,0.1657358548181818,0.03726414757847483
9.183109,0.1676266098484848,0.03783989183388415
9.12738,0.16976106290909093,0.03855407427653537
9.07205,0.17176005060606062,0.03916019042251671
9.01711,0.17365029654545455,0.0398251489837542
8.962557,0.17575882636363635,0.04042347247362428
8.908382,0.17813280193939393,0.041130290632340354
8.854581,0.17937928727272728,0.041725207594179164
8.801149,0.18040699909090904,0.04236452717055608
8.74808,0.18215838821212121,0.04311473450717952
