energy_MeV,intensity
1.599657058715820312e+01,4.131520166993141174e-03
1.579437255859375000e+01,4.429190419614315033e-03
1.560000038146972656e+01,4.819119814783334732e-03
1.541299915313720703e+01,5.365626420825719833e-03
1.523293876647949219e+01,6.050380878150463104e-03
1.505941963195800781e+01,6.703494116663932800e-03
1.489206218719482422e+01,7.306264713406562805e-03
1.473051357269287109e+01,7.743069436401128769e-03
1.457444095611572266e+01,8.063244633376598358e-03
1.442353057861328125e+01,8.405599743127822876e-03
1.427749061584472656e+01,8.913739584386348724e-03
1.413604736328125000e+01,9.596814401447772980e-03
1.399894237518310547e+01,1.043700799345970154e-02
1.386593341827392578e+01,1.141073368489742279e-02
1.373678970336914062e+01,1.255411934107542038e-02
1.361130237579345703e+01,1.381271891295909882e-02
1.348927021026611328e+01,1.522495597600936890e-02
1.337050151824951172e+01,1.668451167643070221e-02
1.325482368469238281e+01,1.811787486076354980e-02
1.314206886291503906e+01,1.958800666034221649e-02
1.303208160400390625e+01,2.104930207133293152e-02
1.292471599578857422e+01,2.251673117280006409e-02
1.281983566284179688e+01,2.402355335652828217e-02
1.271730899810791016e+01,2.563248574733734131e-02
1.261701679229736328e+01,2.728615887463092804e-02
1.251884460449218750e+01,2.898979187011718750e-02
1.242268371582031250e+01,3.072757832705974579e-02
1.232843780517578125e+01,3.246904164552688599e-02
1.223600959777832031e+01,3.412098437547683716e-02
1.214531135559082031e+01,3.580079227685928345e-02
1.205625724792480469e+01,3.758867457509040833e-02
1.196877288818359375e+01,3.949714824557304382e-02
1.188278293609619141e+01,4.146688058972358704e-02
1.179821872711181641e+01,4.348788410425186157e-02
1.171501350402832031e+01,4.538480937480926514e-02
1.163310813903808594e+01,4.721555486321449280e-02
1.155244445800781250e+01,4.899958521127700806e-02
1.147296905517578125e+01,5.088093504309654236e-02
1.139462852478027344e+01,5.276502296328544617e-02
1.131737804412841797e+01,5.465440824627876282e-02
1.124117088317871094e+01,5.657095462083816528e-02
1.116596508026123047e+01,5.842983350157737732e-02
1.109172058105468750e+01,6.021197885274887085e-02
1.101840114593505859e+01,6.181120872497558594e-02
1.094596862792968750e+01,6.329578161239624023e-02
1.087439346313476562e+01,6.469821929931640625e-02
1.080364131927490234e+01,6.606901437044143677e-02
1.073368358612060547e+01,6.771729141473770142e-02
1.066449165344238281e+01,6.963523477315902710e-02
1.059604167938232422e+01,7.176035642623901367e-02
1.052830600738525391e+01,7.397570461034774780e-02
1.046126365661621094e+01,7.607857882976531982e-02
1.039489078521728516e+01,7.803556323051452637e-02
1.032916736602783203e+01,7.974935322999954224e-02
1.026407527923583984e+01,8.141465485095977783e-02
1.019959354400634766e+01,8.303960412740707397e-02
1.013570499420166016e+01,8.460621535778045654e-02
1.007239437103271484e+01,8.620323240756988525e-02
1.000964450836181641e+01,8.790515363216400146e-02
9.947442054748535156e+00,8.981643617153167725e-02
9.885774612426757812e+00,9.186687320470809937e-02
9.824624061584472656e+00,9.391998499631881714e-02
9.763981819152832031e+00,9.588479250669479370e-02
9.703833580017089844e+00,9.768931567668914795e-02
9.644169807434082031e+00,9.921450912952423096e-02
9.584979057312011719e+00,1.006387993693351746e-01
9.526252746582031250e+00,1.020637601613998413e-01
9.467979431152343750e+00,1.035430431365966797e-01
9.410150527954101562e+00,1.050263941287994385e-01
9.352756500244140625e+00,1.066249907016754150e-01
9.295790672302246094e+00,1.082612946629524231e-01
9.239244461059570312e+00,1.099419593811035156e-01
9.183109283447265625e+00,1.116116568446159363e-01
9.127380371093750000e+00,1.133204251527786255e-01
9.072050094604492188e+00,1.149427369236946106e-01
9.017109870910644531e+00,1.166525781154632568e-01
8.962556838989257812e+00,1.184226721525192261e-01
8.908382415771484375e+00,1.202452629804611206e-01
8.854580879211425781e+00,1.219736561179161072e-01
8.801149368286132812e+00,1.236270219087600708e-01
8.748080253601074219e+00,1.253100037574768066e-01
8.695369720458984375e+00,1.271057277917861938e-01
8.643013954162597656e+00,1.290531903505325317e-01
8.591007232666015625e+00,1.310865581035614014e-01
8.539343833923339844e+00,1.329188793897628784e-01
8.488019943237304688e+00,1.345082819461822510e-01
8.437033653259277344e+00,1.358053088188171387e-01
8.386380195617675781e+00,1.370396912097930908e-01
8.336054801940917969e+00,1.383371949195861816e-01
8.286054611206054688e+00,1.398053467273712158e-01
8.236376762390136719e+00,1.414096653461456299e-01
8.187015533447265625e+00,1.430111080408096313e-01
8.137969970703125000e+00,1.444909274578094482e-01
8.089236259460449219e+00,1.460065841674804688e-01
8.040809631347656250e+00,1.474445760250091553e-01
7.992690563201904297e+00,1.489601284265518188e-01
7.944872379302978516e+00,1.504489332437515259e-01
7.897355556488037109e+00,1.517395675182342529e-01
7.850134849548339844e+00,1.527073681354522705e-01
7.803209781646728516e+00,1.534311622381210327e-01
7.756575584411621094e+00,1.540682911872863770e-01
7.710230827331542969e+00,1.547394692897796631e-01
7.664174079895019531e+00,1.554512828588485718e-01
7.618400573730468750e+00,1.563570797443389893e-01
7.572909832000732422e+00,1.573861986398696899e-01
7.527699470520019531e+00,1.586421430110931396e-01
7.482766151428222656e+00,1.601606756448745728e-01
7.438108444213867188e+00,1.618857383728027344e-01
7.393724441528320312e+00,1.636222451925277710e-01
7.349610805511474609e+00,1.650741398334503174e-01
7.305767536163330078e+00,1.661897152662277222e-01
7.262190341949462891e+00,1.668383032083511353e-01
7.218879222869873047e+00,1.670261919498443604e-01
7.175830841064453125e+00,1.668314784765243530e-01
7.133043766021728516e+00,1.664263159036636353e-01
7.090517044067382812e+00,1.659687608480453491e-01
7.048247337341308594e+00,1.655751615762710571e-01
7.006233692169189453e+00,1.654355078935623169e-01
6.964473247528076172e+00,1.654585152864456177e-01
6.922966480255126953e+00,1.654216200113296509e-01
6.881709098815917969e+00,1.652397066354751587e-01
6.840701103210449219e+00,1.648091673851013184e-01
6.799940109252929688e+00,1.640639007091522217e-01
6.759424686431884766e+00,1.630601584911346436e-01
6.719153881072998047e+00,1.620489954948425293e-01
6.679124832153320312e+00,1.611239910125732422e-01
6.639335632324218750e+00,1.603167355060577393e-01
6.599785804748535156e+00,1.598407775163650513e-01
6.560473918914794922e+00,1.596607118844985962e-01
6.521397590637207031e+00,1.596368253231048584e-01
6.482555866241455078e+00,1.597100198268890381e-01
6.443946838378906250e+00,1.598788946866989136e-01
6.405570507049560547e+00,1.601569801568984985e-01
6.367422103881835938e+00,1.605438590049743652e-01
6.329503536224365234e+00,1.610631495714187622e-01
6.291811943054199219e+00,1.617142111063003540e-01
6.254345893859863281e+00,1.623598635196685791e-01
6.217103004455566406e+00,1.631404012441635132e-01
6.180083751678466797e+00,1.639892011880874634e-01
6.143285751342773438e+00,1.648343056440353394e-01
6.106708049774169922e+00,1.655673086643218994e-01
6.070348262786865234e+00,1.660545617341995239e-01
6.034205913543701172e+00,1.661951541900634766e-01
5.998280525207519531e+00,1.660560071468353271e-01
5.962568283081054688e+00,1.657198965549468994e-01
5.927070140838623047e+00,1.653715968132019043e-01
5.891784191131591797e+00,1.650256961584091187e-01
5.856708049774169922e+00,1.646624207496643066e-01
5.821841716766357422e+00,1.641158163547515869e-01
5.787182807922363281e+00,1.633346080780029297e-01
5.752731800079345703e+00,1.623279899358749390e-01
5.718484878540039062e+00,1.612377613782882690e-01
5.684443950653076172e+00,1.600958406925201416e-01
5.650605201721191406e+00,1.589478403329849243e-01
5.616968154907226562e+00,1.578076630830764771e-01
5.583531856536865234e+00,1.567548662424087524e-01
5.550294876098632812e+00,1.560094356536865234e-01
5.517256259918212891e+00,1.556802988052368164e-01
5.484413623809814453e+00,1.557532399892807007e-01
5.451768398284912109e+00,1.561107039451599121e-01
5.419315814971923828e+00,1.564926952123641968e-01
5.387057781219482422e+00,1.567720472812652588e-01
5.354992389678955078e+00,1.567543148994445801e-01
5.323117256164550781e+00,1.565937399864196777e-01
5.291432380676269531e+00,1.564040184020996094e-01
5.259936332702636719e+00,1.562831550836563110e-01
5.228627204895019531e+00,1.562792360782623291e-01
5.197505474090576172e+00,1.563849002122879028e-01
5.166569232940673828e+00,1.565481275320053101e-01
5.135817050933837891e+00,1.566277444362640381e-01
5.105247974395751953e+00,1.565095782279968262e-01
5.074860572814941406e+00,1.562790274620056152e-01
5.044653892517089844e+00,1.558479815721511841e-01
5.014627456665039062e+00,1.554057151079177856e-01
4.984780311584472656e+00,1.551474630832672119e-01
4.955111026763916016e+00,1.551719456911087036e-01
4.925617694854736328e+00,1.553593426942825317e-01
4.896300315856933594e+00,1.555708795785903931e-01
4.867157936096191406e+00,1.557385772466659546e-01
4.838188648223876953e+00,1.557525992393493652e-01
4.809391975402832031e+00,1.555739641189575195e-01
4.780766487121582031e+00,1.553961187601089478e-01
4.752312660217285156e+00,1.552901118993759155e-01
4.724026203155517578e+00,1.553232669830322266e-01
4.695909023284912109e+00,1.555670648813247681e-01
4.667959213256835938e+00,1.559489965438842773e-01
4.640176773071289062e+00,1.562600135803222656e-01
4.612558841705322266e+00,1.563598811626434326e-01
4.585104942321777344e+00,1.562744677066802979e-01
4.557816028594970703e+00,1.559710204601287842e-01
4.530687808990478516e+00,1.555456519126892090e-01
4.503721714019775391e+00,1.552599221467971802e-01
4.476916313171386719e+00,1.550715863704681396e-01
4.450271129608154297e+00,1.548302918672561646e-01
4.423783779144287109e+00,1.542816013097763062e-01
4.397453308105468750e+00,1.532895863056182861e-01
4.371280670166015625e+00,1.519681811332702637e-01
4.345263957977294922e+00,1.506249457597732544e-01
