energy_MeV,intensity,intensity_std
97.76732,0.003785300936956521,0.0002426854733163683
92.828835,0.003996548582608695,0.0002689545941964742
88.18945,0.004235813554347825,0.0002983280002739404
83.8307,0.004499959869565218,0.00031734968483518436
79.735245,0.004795282976086956,0.0003757028470855144
75.88682,0.005083012513043479,0.00038907966903513233
72.27017,0.0054012104,0.00043589945684576457
68.87099,0.0056209995869565205,0.000456179933803669
65.67586,0.0060455149152173916,0.0005133247960882424
62.672165,0.006297197636956522,0.0005356552241576497
59.848106,0.006484275573913043,0.0005456140523830772
57.19261,0.0068723512152173896,0.000609559578122633
54.69525,0.007287515260869567,0.0006588853907566197
52.346306,0.0076498378260869545,0.0007555869943566137
50.136597,0.008182345526086958,0.0008058769199261836
48.057564,0.008566894480434786,0.0008411952946199138
46.10113,0.008926685995652175,0.0008670285161389738
44.25976,0.009245958836956522,0.000906428643909347
42.52636,0.009679664543478263,0.0009199368387560391
40.894283,0.009992967684782608,0.0009424800861336446
39.357292,0.010652138108695655,0.0010193901821347008
37.909534,0.011257292663043478,0.00109346834876025
36.545517,0.011763044804347825,0.0011432466793550567
35.260098,0.012381829760869567,0.0011618851967850133
34.04844,0.013122171739130434,0.0012219272677081274
32.906017,0.014195109826086955,0.0013210722449086378
31.828575,0.014773408967391299,0.0013697706294097175
30.812122,0.015605293260869561,0.001459131298667601
29.85292,0.01619243023913044,0.0015243344268443197
28.947456,0.017102206934782607,0.0016045214590661605
28.092442,0.018100140239130435,0.0016992908521693392
27.284779,0.019191160391304342,0.0017482178649699054
26.521572,0.02045579706521739,0.0018624856609269261
25.800108,0.021483969695652173,0.0019734207811624624
25.117828,0.022450553630434786,0.002053224183709785
24.472345,0.02318988589130435,0.002124337684123968
23.861408,0.024507234869565214,0.0022559965525642176
23.282911,0.02569015065217391,0.002400897453463303
22.734882,0.02698480047826088,0.0025579697089533017
22.215462,0.027642754543478257,0.0026929119214032463
21.722916,0.028295707065217387,0.0028437609928563096
21.255604,0.029143729434782606,0.002992089581216355
20.812004,0.030655268804347827,0.0032150737943411572
20.390675,0.032350837086956526,0.003398085309184609
19.990267,0.03387520513043478,0.0035315459823967205
19.609518,0.035469837630434785,0.0036998974106688854
19.247244,0.03700252178260871,0.003838391539648646
18.902327,0.038166617086956525,0.004051306409570272
18.573725,0.039050227673913036,0.004224770833161249
18.260456,0.04045635523913045,0.0043925327539303125
17.961601,0.041826927499999986,0.004541742023181925
17.676302,0.04310079497826088,0.004697585948371117
17.403744,0.04432857149999999,0.004888391351026619
17.143167,0.04655137513043478,0.005129479377202954
16.893862,0.04835108691304349,0.005242433309189876
16.655159,0.05002858004347825,0.005364501873165197
16.426428,0.05140800669565216,0.005521699310113343
16.207083,0.05265349089130434,0.0057589662035407345
15.996571,0.05332763830434783,0.005976745627108517
15.794373,0.055034511413043455,0.006186961739399531
15.6,0.056095915065217404,0.006428200892678033
15.412999,0.058272893869565225,0.006586367435492113
15.232939,0.05972392832608696,0.006823169607286614
15.05942,0.061874368760869554,0.006918065092817597
14.892062,0.06332604706521738,0.007152528125729776
14.730514,0.06458998873913045,0.0073809597739532985
14.574441,0.06536620236956521,0.007652631742108973
14.423531,0.0668233491304348,0.007753933905611928
14.277491,0.06754227073913043,0.007865745451970012
14.136047,0.06905398321739133,0.008086705526173684
13.998942,0.07116229567391306,0.008247012384304062
13.865933,0.07275520078260869,0.00836146474112204
13.73679,0.07445233360869564,0.008542014731576343
13.611302,0.07641073880434783,0.008600479037711828
13.48927,0.07733621299999997,0.008741459604157282
13.3705015,0.07816732419565217,0.00896434143862936
13.254824,0.07950142263043476,0.009165708122661712
13.142069,0.08092997691304347,0.009310715769245172
13.032082,0.08219363297826089,0.009514623660484514
12.924716,0.08386520723913045,0.009605718153864216
12.819836,0.08519454584782607,0.009885485184968993
12.717309,0.08728876565217393,0.009999378972590385
12.617017,0.08839704873913042,0.010150605464295939
12.518845,0.08988649317391303,0.01028068747128477
