energy,intensity
97.76732,0.01075747
92.828835,0.011622012
88.18945,0.012343276
83.8307,0.013221994
79.735245,0.014223127
75.88682,0.015206155
72.27017,0.016128
68.87099,0.01730385
65.67586,0.01847024
62.672165,0.01948687
59.848106,0.020803036
57.19261,0.022226337
54.69525,0.023763753
52.346306,0.025265075
50.136597,0.027151601
48.057564,0.028668951
46.10113,0.030106276
44.25976,0.031774737
42.52636,0.033502776
40.894283,0.035621714
39.357292,0.03761596
37.909534,0.03958922
36.545517,0.04175615
35.260098,0.04385543
34.04844,0.04626977
32.906017,0.048715305
31.828575,0.050942764
30.812122,0.053425148
29.85292,0.055953138
28.947456,0.058640502
28.092442,0.061080568
27.284779,0.06386516
26.521572,0.06663457
25.800108,0.06943676
25.117828,0.072210066
24.472345,0.0749461
23.861408,0.077941015
23.282911,0.080772266
22.734882,0.083763406
22.215462,0.08696485
21.722916,0.089984864
21.255604,0.092920445
20.812004,0.09657697
20.390675,0.09985546
19.990267,0.10304305
19.609518,0.10603198
19.247244,0.109110005
18.902327,0.112792484
18.573725,0.116248585
18.260456,0.11994081
17.961601,0.12350075
17.676302,0.1267822
17.403744,0.13027082
17.143167,0.13388997
16.893862,0.13721357
16.655159,0.1405472
16.426428,0.14389038
16.207083,0.14709319
15.996571,0.15008885
15.794373,0.15320648
15.6,0.15666811
15.412999,0.16029762
15.232939,0.16416416
15.05942,0.16737463
14.892062,0.17097971
14.730514,0.1744663
14.574441,0.17743151
14.423531,0.18076576
14.277491,0.18424344
14.136047,0.18769763
13.998942,0.19112778
13.865933,0.19463821
13.73679,0.19809029
13.611302,0.20109108
13.48927,0.20481369
13.3705015,0.2078287
13.254824,0.21132368
13.142069,0.21461126
13.032082,0.2177236
12.924716,0.22110647
12.819836,0.2241246
12.717309,0.22665527
12.617017,0.22884089
12.518845,0.23183505
12.422684,0.23460457
12.328438,0.23757687
12.23601,0.24048008
12.145311,0.24287422
12.056257,0.24494945
11.968773,0.24734704
11.882783,0.2493408
11.798219,0.25125113
11.7150135,0.2538627
11.633108,0.25656623
11.552444,0.25928017
11.472969,0.26204747
11.394629,0.26503953
11.317378,0.26714823
11.241171,0.26917484
11.165965,0.27116135
11.091721,0.2731511
11.018401,0.2751446
10.945969,0.27789468
10.874393,0.2800802
10.803641,0.28186962
10.733684,0.28433853
10.664492,0.28622875
10.596042,0.28794062
10.528306,0.29043737
10.461264,0.2928081
10.394891,0.29402524
10.329167,0.29589608
10.264075,0.29730064
10.199594,0.29927513
10.135705,0.3010182
10.072394,0.3026698
10.0096445,0.30442196
9.947442,0.30637425
9.885775,0.3077954
9.824624,0.30966187
9.763982,0.31029508
9.703834,0.31206864
9.64417,0.31324577
9.584979,0.3138661
9.526253,0.31544504
9.467979,0.31620967
9.410151,0.31774104
9.3527565,0.3184478
9.295791,0.31987813
9.239244,0.32146886
9.183109,0.32327566
9.12738,0.32397565
9.07205,0.32483014
9.01711,0.32616463
8.962557,0.32733917
8.908382,0.32829663
8.854581,0.3304008
8.801149,0.33163604
8.74808,0.3331494
8.69537,0.33477896
8.643014,0.33602223
8.591007,0.3376052
8.539344,0.33839962
8.48802,0.33913314
8.437034,0.3400342
8.38638,0.341106
8.336055,0.34339774
8.286055,0.34500217
8.236377,0.34684783
8.187016,0.34852478
8.13797,0.35038716
8.089236,0.35148
8.04081,0.35263288
7.9926906,0.35439214
7.9448724,0.35512272
7.8973556,0.3565233
7.850135,0.35755715
7.80321,0.35933483
7.7565756,0.3613078
7.710231,0.36410788
7.664174,0.36553746
7.6184006,0.3665255
7.57291,0.36687204
7.5276995,0.36946154
7.482766,0.36928475
7.4381084,0.3717624
7.3937244,0.37281471
7.349611,0.37564564
7.3057675,0.3767064
7.2621903,0.37849987
7.218879,0.37895885
7.175831,0.3807597
7.133044,0.38256824
7.090517,0.38308635
7.0482473,0.38607112
7.0062337,0.38810965
6.9644732,0.39022818
6.9229665,0.39123824
6.881709,0.39259827
6.840701,0.39438525
6.79994,0.3966781
6.7594247,0.39812407
6.719154,0.4002939
6.679125,0.40283793
6.6393356,0.40357393
6.599786,0.4054051
6.560474,0.40805596
6.5213976,0.40960962
6.482556,0.4102703
6.443947,0.4127284
6.4055705,0.41399106
6.367422,0.41571054
6.3295035,0.41697642
6.291812,0.41908938
6.254346,0.42121255
6.217103,0.42373577
6.1800838,0.42619565
6.1432858,0.4281177
6.106708,0.42901602
6.0703483,0.43214434
6.034206,0.43433133
5.9982805,0.43669036
5.9625683,0.43865594
5.92707,0.44161
5.891784,0.44409037
5.856708,0.4465846
5.8218417,0.44909278
5.787183,0.45153126
5.752732,0.45356157
5.718485,0.45653203
5.684444,0.45926592
5.650605,0.4626164
5.616968,0.46797413
5.583532,0.47051623
5.550295,0.47377026
5.5172563,0.47625607
5.4844136,0.47760642
5.4517684,0.4801109
5.419316,0.4828966
5.387058,0.4842595
5.3549924,0.48625457
5.3231173,0.48980334
5.2914324,0.49328557
5.2599363,0.4964236
5.228627,0.4992108
5.1975055,0.5024797
5.166569,0.5051133
5.135817,0.50842077
5.105248,0.51174974
5.0748606,0.51634127
5.044654,0.51933706
5.0146275,0.520901
4.9847803,0.5227567
4.955111,0.5246158
4.9256177,0.52579004
4.8963003,0.52864146
4.867158,0.53170717
4.8381886,0.5338896
4.809392,0.5358775
4.7807665,0.5384781
4.7523127,0.5408867
4.724026,0.54361266
4.695909,0.5473834
4.667959,0.5512836
4.640177,0.5531227
