2025-11-10 14:41:49 - INFO - Starting Spectrum Matching Optimization - Seed: 918
2025-11-10 14:41:50 - INFO - Bayesian Step 1: laser_energy=38.777197, pressure=45.417297, acquisition_time=85.585115, MSE=0.000587
2025-11-10 14:41:51 - INFO - Bayesian Step 2: laser_energy=45.422287, pressure=33.776487, acquisition_time=85.315117, MSE=0.000587
2025-11-10 14:41:52 - INFO - Bayesian Step 3: laser_energy=24.740171, pressure=9.637496, acquisition_time=74.497693, MSE=0.000587
2025-11-10 14:41:52 - INFO - Bayesian Step 4: laser_energy=26.509062, pressure=18.328345, acquisition_time=73.127970, MSE=0.000587
2025-11-10 14:41:53 - INFO - Bayesian Step 5: laser_energy=16.671087, pressure=40.831197, acquisition_time=26.670009, MSE=0.021586
2025-11-10 14:41:54 - INFO - Bayesian Step 6: laser_energy=32.808460, pressure=14.791328, acquisition_time=17.274121, MSE=0.007683
2025-11-10 14:41:55 - INFO - Bayesian Step 7: laser_energy=28.299830, pressure=8.346616, acquisition_time=15.331323, MSE=0.005686
2025-11-10 14:41:56 - INFO - Bayesian Step 8: laser_energy=19.749303, pressure=2.160824, acquisition_time=50.640777, MSE=0.000586
2025-11-10 14:41:57 - INFO - Bayesian Step 9: laser_energy=46.831116, pressure=18.235870, acquisition_time=23.745864, MSE=0.000369
2025-11-10 14:41:57 - INFO - Bayesian Step 10: laser_energy=44.002719, pressure=49.994320, acquisition_time=80.128803, MSE=0.000587
2025-11-10 14:41:58 - INFO - Bayesian Step 11: laser_energy=41.597566, pressure=2.688089, acquisition_time=7.130092, MSE=0.000584
2025-11-10 14:41:59 - INFO - Bayesian Step 12: laser_energy=50.000000, pressure=1.000000, acquisition_time=46.322005, MSE=0.000587
2025-11-10 14:42:00 - INFO - Bayesian Step 13: laser_energy=5.000000, pressure=22.035816, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:01 - INFO - Bayesian Step 14: laser_energy=5.000000, pressure=50.000000, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:02 - INFO - Bayesian Step 15: laser_energy=39.870089, pressure=25.768655, acquisition_time=11.941146, MSE=0.000839
2025-11-10 14:42:03 - INFO - Bayesian Step 16: laser_energy=50.000000, pressure=4.444009, acquisition_time=60.853267, MSE=0.000587
2025-11-10 14:42:04 - INFO - Bayesian Step 17: laser_energy=5.000000, pressure=38.506749, acquisition_time=63.011599, MSE=0.000587
2025-11-10 14:42:05 - INFO - Bayesian Step 18: laser_energy=49.959025, pressure=16.697189, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:06 - INFO - Bayesian Step 19: laser_energy=5.629917, pressure=9.392910, acquisition_time=5.000000, MSE=0.000431
2025-11-10 14:42:07 - INFO - Bayesian Step 20: laser_energy=48.286562, pressure=3.916809, acquisition_time=21.767977, MSE=0.000587
2025-11-10 14:42:08 - INFO - Bayesian Step 21: laser_energy=26.367410, pressure=42.778032, acquisition_time=96.377263, MSE=0.000587
2025-11-10 14:42:09 - INFO - Bayesian Step 22: laser_energy=21.832572, pressure=2.191044, acquisition_time=73.261917, MSE=0.000587
2025-11-10 14:42:10 - INFO - Bayesian Step 23: laser_energy=10.981699, pressure=15.500470, acquisition_time=55.181950, MSE=0.001347
2025-11-10 14:42:12 - INFO - Bayesian Step 24: laser_energy=15.320136, pressure=21.067275, acquisition_time=67.816607, MSE=0.000579
2025-11-10 14:42:13 - INFO - Bayesian Step 25: laser_energy=5.000000, pressure=46.411572, acquisition_time=86.212045, MSE=0.000587
2025-11-10 14:42:14 - INFO - Bayesian Step 26: laser_energy=50.000000, pressure=1.562371, acquisition_time=33.605339, MSE=0.000587
2025-11-10 14:42:15 - INFO - Bayesian Step 27: laser_energy=32.469639, pressure=47.403048, acquisition_time=56.964211, MSE=0.000568
2025-11-10 14:42:16 - INFO - Bayesian Step 28: laser_energy=6.837713, pressure=16.026124, acquisition_time=38.352547, MSE=0.000649
2025-11-10 14:42:17 - INFO - Bayesian Step 29: laser_energy=34.729924, pressure=41.436212, acquisition_time=91.600319, MSE=0.000587
2025-11-10 14:42:18 - INFO - Bayesian Step 30: laser_energy=50.000000, pressure=50.000000, acquisition_time=8.963348, MSE=0.000587
2025-11-10 14:42:19 - INFO - Bayesian Step 31: laser_energy=35.311154, pressure=32.377043, acquisition_time=42.352128, MSE=0.024919
2025-11-10 14:42:20 - INFO - Bayesian Step 32: laser_energy=39.208648, pressure=41.977782, acquisition_time=40.807315, MSE=0.001356
2025-11-10 14:42:21 - INFO - Bayesian Step 33: laser_energy=48.377256, pressure=26.482620, acquisition_time=36.674786, MSE=0.000586
2025-11-10 14:42:22 - INFO - Bayesian Step 34: laser_energy=50.000000, pressure=40.194968, acquisition_time=83.351809, MSE=0.000587
2025-11-10 14:42:23 - INFO - Bayesian Step 35: laser_energy=19.617018, pressure=14.130458, acquisition_time=94.072464, MSE=0.000587
2025-11-10 14:42:24 - INFO - Bayesian Step 36: laser_energy=5.000000, pressure=1.000000, acquisition_time=90.574886, MSE=0.000587
2025-11-10 14:42:25 - INFO - Bayesian Step 37: laser_energy=5.000000, pressure=30.280206, acquisition_time=19.781607, MSE=0.000554
2025-11-10 14:42:26 - INFO - Bayesian Step 38: laser_energy=11.857838, pressure=1.000000, acquisition_time=9.539040, MSE=0.000569
2025-11-10 14:42:28 - INFO - Bayesian Step 39: laser_energy=34.219995, pressure=15.227927, acquisition_time=87.981111, MSE=0.000587
2025-11-10 14:42:29 - INFO - Bayesian Step 40: laser_energy=48.003344, pressure=39.618306, acquisition_time=88.368061, MSE=0.000587
2025-11-10 14:42:30 - INFO - Bayesian Step 41: laser_energy=17.469788, pressure=13.387840, acquisition_time=76.719620, MSE=0.000587
2025-11-10 14:42:31 - INFO - Bayesian Step 42: laser_energy=5.680952, pressure=34.732519, acquisition_time=17.055569, MSE=0.000574
2025-11-10 14:42:32 - INFO - Bayesian Step 43: laser_energy=31.851565, pressure=40.554036, acquisition_time=34.600629, MSE=0.063093
2025-11-10 14:42:33 - INFO - Bayesian Step 44: laser_energy=42.054558, pressure=44.500043, acquisition_time=47.804415, MSE=0.000559
2025-11-10 14:42:35 - INFO - Bayesian Step 45: laser_energy=31.507608, pressure=1.000000, acquisition_time=5.000000, MSE=0.003259
2025-11-10 14:42:36 - INFO - Bayesian Step 46: laser_energy=36.665451, pressure=13.677551, acquisition_time=66.990228, MSE=0.000587
2025-11-10 14:42:37 - INFO - Bayesian Step 47: laser_energy=12.613011, pressure=42.085069, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:39 - INFO - Bayesian Step 48: laser_energy=20.567336, pressure=49.521525, acquisition_time=5.000000, MSE=0.066852
2025-11-10 14:42:40 - INFO - Bayesian Step 49: laser_energy=31.172995, pressure=15.906153, acquisition_time=53.640432, MSE=0.000647
2025-11-10 14:42:41 - INFO - Bayesian Step 50: laser_energy=33.444812, pressure=50.000000, acquisition_time=68.046255, MSE=0.000587
2025-11-10 14:42:43 - INFO - Bayesian Step 51: laser_energy=25.595298, pressure=16.061821, acquisition_time=58.772162, MSE=0.000579
2025-11-10 14:42:44 - INFO - Bayesian Step 52: laser_energy=41.944813, pressure=1.512761, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:45 - INFO - Bayesian Step 53: laser_energy=11.066395, pressure=6.653878, acquisition_time=82.415502, MSE=0.000586
2025-11-10 14:42:47 - INFO - Bayesian Step 54: laser_energy=5.000000, pressure=3.915053, acquisition_time=49.655335, MSE=0.000561
2025-11-10 14:42:48 - INFO - Bayesian Step 55: laser_energy=42.784794, pressure=12.069128, acquisition_time=35.408999, MSE=0.000098
2025-11-10 14:42:50 - INFO - Bayesian Step 56: laser_energy=43.871361, pressure=5.246558, acquisition_time=64.559244, MSE=0.000587
2025-11-10 14:42:51 - INFO - Bayesian Step 57: laser_energy=9.475838, pressure=16.567979, acquisition_time=23.378551, MSE=0.000449
2025-11-10 14:42:52 - INFO - Bayesian Step 58: laser_energy=9.221109, pressure=41.833641, acquisition_time=5.000000, MSE=0.000514
2025-11-10 14:42:54 - INFO - Bayesian Step 59: laser_energy=31.319540, pressure=2.922848, acquisition_time=100.000000, MSE=0.000587
2025-11-10 14:42:55 - INFO - Bayesian Step 60: laser_energy=30.296972, pressure=9.447847, acquisition_time=31.773294, MSE=0.002444
2025-11-10 14:42:57 - INFO - Bayesian Step 61: laser_energy=18.039210, pressure=19.526138, acquisition_time=93.073832, MSE=0.000587
2025-11-10 14:42:58 - INFO - Bayesian Step 62: laser_energy=30.614407, pressure=1.000000, acquisition_time=48.977072, MSE=0.000577
2025-11-10 14:42:59 - INFO - Bayesian Step 63: laser_energy=22.709011, pressure=7.367656, acquisition_time=64.074441, MSE=0.000587
2025-11-10 14:43:01 - INFO - Bayesian Step 64: laser_energy=18.020517, pressure=50.000000, acquisition_time=73.036567, MSE=0.000587
