energy,intensity
97.76732,0.004806423
92.828835,0.005083
88.18945,0.005388853
83.8307,0.005628593
79.735245,0.0059480737
75.88682,0.0063071707
72.27017,0.0065691774
68.87099,0.006928575
65.67586,0.007361543
62.672165,0.007714359
59.848106,0.008037904
57.19261,0.008385698
54.69525,0.008768586
52.346306,0.009152805
50.136597,0.009623841
48.057564,0.010100665
46.10113,0.010592367
44.25976,0.010901701
42.52636,0.011380237
40.894283,0.011775185
39.357292,0.012321195
37.909534,0.012727845
36.545517,0.013282432
35.260098,0.013615517
34.04844,0.014171183
32.906017,0.014663175
31.828575,0.015311748
30.812122,0.015785418
29.85292,0.016389983
28.947456,0.017170422
28.092442,0.017796485
27.284779,0.018571856
26.521572,0.019161092
25.800108,0.019659352
25.117828,0.020096926
24.472345,0.020725982
23.861408,0.020992707
23.282911,0.021347849
22.734882,0.02216076
22.215462,0.02287516
21.722916,0.023304628
21.255604,0.024022112
20.812004,0.024510855
20.390675,0.025159867
19.990267,0.025591126
19.609518,0.026631512
19.247244,0.027183114
18.902327,0.027704762
18.573725,0.028638307
18.260456,0.029686736
17.961601,0.03012674
17.676302,0.03102409
17.403744,0.031732637
17.143167,0.032412782
16.893862,0.033235215
16.655159,0.03408967
16.426428,0.03462334
16.207083,0.03515171
15.996571,0.035220608
15.794373,0.036100905
15.6,0.0368302
15.412999,0.037748512
15.232939,0.038576346
15.05942,0.039535537
14.892062,0.04014249
14.730514,0.040582728
14.574441,0.041449428
14.423531,0.042185385
14.277491,0.042854402
14.136047,0.043625902
13.998942,0.044468444
13.865933,0.04499982
13.73679,0.045916606
13.611302,0.046268743
13.48927,0.046938706
13.3705015,0.04786291
13.254824,0.049559824
13.142069,0.051090892
13.032082,0.05271163
12.924716,0.05341188
12.819836,0.05502029
12.717309,0.055768616
12.617017,0.056365497
12.518845,0.057271883
12.422684,0.058222163
12.328438,0.05917808
12.23601,0.060139798
12.145311,0.061426535
12.056257,0.061639175
11.968773,0.0626159
11.882783,0.06368056
11.798219,0.06516351
11.7150135,0.06562633
11.633108,0.06671305
11.552444,0.06776594
11.472969,0.06878429
11.394629,0.069554806
11.317378,0.07088567
11.241171,0.07257291
11.165965,0.07362572
11.091721,0.074642666
11.018401,0.07632647
10.945969,0.07851334
10.874393,0.07880736
10.803641,0.0801306
10.733684,0.08160066
10.664492,0.08226635
10.596042,0.08339215
10.528306,0.0843428
10.461264,0.08553164
10.394891,0.08696325
10.329167,0.08775108
10.264075,0.08925153
10.199594,0.09162065
10.135705,0.09310628
10.072394,0.094076276
10.0096445,0.09553719
9.947442,0.0960372
