Method,Mean_Score,Std_Score,Min_Score,Max_Score,Median_Score,Mean_Time,Std_Time
EDM_Adam_Cosine_Annealing,1397.8274658203125,795.0565930019069,580.2178344726562,2396.46240234375,985.2540893554688,96.48099136352539,0.19762766180935704
Bayesian_Optimization,2316.550634765625,78.40325743552178,2205.15087890625,2434.01318359375,2289.945068359375,38.96689958572388,0.7263516815098306
